Country,Subject Descriptor,Subject Notes,Units,2014,2015,2016,2017,2018,2019,2020,2021
Tajikistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.360,5.134,11.043,6.444,6.000,6.000,6.000,6.000
Tanzania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.752,6.838,5.374,4.981,5.078,5.078,5.078,5.078
Thailand,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.604,-0.853,1.578,1.795,1.950,2.200,2.400,2.500
Timor-Leste,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.288,-0.575,3.626,3.989,4.030,4.031,4.032,3.970
Togo,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.832,1.832,2.300,2.500,2.500,2.000,2.100,2.000
Tonga,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.836,-0.363,-0.405,1.718,3.579,3.569,2.732,2.077
Trinidad and Tobago,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.485,1.492,4.559,4.681,5.036,4.441,4.615,4.625
Tunisia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.775,4.064,4.033,3.888,3.784,3.629,3.453,3.536
Turkey,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.170,8.808,10.870,6.539,7.963,6.029,7.076,6.026
Turkmenistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.228,6.500,4.250,4.500,5.262,5.684,5.985,6.217
Tuvalu,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.383,3.300,3.000,2.900,2.800,2.800,2.600,2.500
Uganda,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.933,6.648,6.750,5.050,5.000,5.000,5.000,5.000
Ukraine,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,24.870,43.313,13.040,8.483,6.493,6.004,4.999,4.999
United Arab Emirates,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.216,3.626,3.202,2.701,3.015,3.161,3.399,3.481
United Kingdom,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.940,0.100,1.300,1.900,2.000,2.000,2.000,2.000
United States,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.553,0.823,0.822,2.165,2.473,2.446,2.224,2.146
Uruguay,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.258,9.436,9.080,8.070,6.680,6.416,6.298,6.108
Uzbekistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.237,8.427,7.967,9.847,10.000,10.000,10.000,10.000
Vanuatu,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.074,3.500,3.000,3.300,3.000,3.000,3.000,3.000
Venezuela,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,68.540,180.870,720.036,"2,200.023","3,000.006","3,599.974","4,100.003","4,600.007"
Vietnam,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.839,0.597,2.000,2.600,3.200,3.600,4.000,4.000
Yemen,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,10.005,20.045,32.037,21.037,15.037,10.037,9.000,9.000
Zambia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.862,21.112,14.300,8.702,7.000,6.000,5.000,5.000
Zimbabwe,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.796,-2.350,-1.100,1.200,1.600,2.000,2.000,2.000
